hotelName,language,checkinDate,checkoutDate,tripType,tripPurpose,country,rating,numOfDaysStay,reviewDate,reviewText
Portugal Boutique Hotel,en-gb,2022-12-30,2023-01-03,couple,leisure,gb,4,4,2023-01-03 22:43:01,"pros: Everything about this hotel was 10/10! 
Grea staff great room great breakfast great location great house keeping! cons: We liked everything about the hotel."
Portugal Boutique Hotel,en-gb,2022-12-05,2022-12-07,family_with_children,leisure,us,4,2,2023-01-03 14:45:15,pros: We enjoyed our stay.  The hotel is in a convenient location to shopping restaurants and local transportation.  The staff is friendly and helpful.  Breakfast  was delicious.  The room and hotel is clean.  I would stay here again! cons: 
Portugal Boutique Hotel,en-gb,2022-12-29,2023-01-02,couple,leisure,gb,3.59999990463257,4,2023-01-02 22:24:29,pros: location was perfect could walk everywhere if you chose to right next to Rossio metro. Lovely helpful staff (spoke perfect English) and spotlessly clean. Breakfast unusual set up but really lovely too. We paid for a ‘normal’ room and it was massive particularly the bathroom. cons: Noise from metro was quite loud but didn’t put us off. Bar and restaurant at the hotel closed when we were there but we made use of the rooftop bar and lounge bar at the (connected) hotel next door lounge bar was reasonable and roof top bar was amazing. although pricy
Portugal Boutique Hotel,en-gb,2022-12-30,2023-01-02,couple,leisure,gb,3.59999990463257,3,2023-01-02 22:11:54,pros: very modern and clean cons: no gym
Portugal Boutique Hotel,en-gb,2022-12-26,2022-12-31,couple,leisure,fr,4,5,2023-01-01 18:28:19,pros: Excellent! Super clean! Very good location delicious breakfast and welcoming staff. Large bathrooms quality products. Cannot wait to be back. cons: Nothing: rooms could have kettles for hot beverages/coffee.
Portugal Boutique Hotel,en-gb,2022-12-26,2022-12-31,couple,leisure,gb,3.59999990463257,5,2023-01-01 01:34:34,pros: It was comfortable very clean and the staff very friendly. cons: It was a disappointment that the wine cellar is not open anymore and it was not stated on the website or on Booking.com.
Portugal Boutique Hotel,en-us,2022-12-22,2022-12-26,couple,leisure,il,4,4,2022-12-30 16:48:09,pros: The location friendly staff clean comfortable quite in spite of the location in the center of the city rich breakfast new furniture and equipment cons: Unsecured WiFi - VPN is required
Portugal Boutique Hotel,en-us,2022-12-15,2022-12-22,couple,leisure,us,4,7,2022-12-30 12:52:16,pros: The staff were all nice and always had a smile on their faces. The free breakfast was simple but delicious and hit the spot. You can not beat the location of this hotel. The hotel is near transit and many restaurants but also the Christmas market. We will stay here again in the future. cons: 
Portugal Boutique Hotel,en-us,2022-12-24,2022-12-29,couple,leisure,tr,4,5,2022-12-30 11:36:51,pros: It is quite nice hotel with excellent location. It was very clean and the hotel workers very friendly helpful. They provided very good suggestion when we asked and all of them were good. cons: 
Portugal Boutique Hotel,en-gb,2022-12-22,2022-12-26,couple,leisure,de,4,4,2022-12-27 17:45:33,pros: excellent friendly staff customer oriented with small surprises cons: no tea maker in room view from window not good.
Portugal Boutique Hotel,en-us,2022-12-22,2022-12-23,review_category_group_of_friends,leisure,il,4,1,2022-12-27 17:17:35,pros: A very pampering hotel.  and tastefully designed.  The superior room that i ordered was beautiful and very big. The staff is very kind and does everything in its power to make the stay at the hotel pleasant.  The breakfast is excellent with exceptional service and the location of the hotel is central and great.  I intend to recommend the hotel to my friends and there is no doubt that I will stay there again in the future. cons: the wifi was limited and did not allow me to chat via WhatsApp and did not allow me to open some of the sites I tried to browse.  Too bad.
Portugal Boutique Hotel,en-gb,2022-12-19,2022-12-21,couple,leisure,gb,3.59999990463257,2,2022-12-26 16:35:52,"pros: - location was central
- room was good and we had everything we needed
- breakfast was delicious and plenty of choices
- staff was amazing and professional 
100% recommended!! cons: n/a"
Portugal Boutique Hotel,en-us,2022-12-24,2022-12-25,couple,leisure,tr,4,1,2022-12-25 18:44:26,pros: We were given a room upgrade. Everything was simply perfect the room location staff and the breakfast. There was a coffee machine in the room and kettle was available upon request. cons: 
Portugal Boutique Hotel,en-us,2022-12-19,2022-12-21,family_with_children,leisure,il,4,2,2022-12-22 23:18:02,"pros: rooms are big and comfortable 
very very clean cons: there’s a problem with the soundproofing - you can hear a lot through the walls"
Portugal Boutique Hotel,en-gb,2022-12-21,2022-12-22,family_with_children,leisure,gb,4,1,2022-12-22 22:16:56,pros: Amazing room amazing staff cons: All was perfect
Portugal Boutique Hotel,en-us,2022-12-16,2022-12-18,couple,leisure,ae,3.59999990463257,2,2022-12-22 11:58:31,pros: nice room location is great  staff very friendly cons: 
Portugal Boutique Hotel,en-us,2022-12-08,2022-12-13,couple,leisure,us,4,5,2022-12-17 16:55:05,pros: Service was excellent. Hotel proximity to downtown was excellent. cons: Everything was great 👍
Portugal Boutique Hotel,en-us,2022-12-06,2022-12-09,family_with_children,leisure,us,3.20000004768372,3,2022-12-16 14:20:19,pros: Everything- the location near to almost everything within walking distance the amenities the luxurious room the staff esp. the dining/ breakfast ppl (shoutout to Celia and team) and front desks personnel. cons: Not enough ppl at the front desk during checkin/checkout hours and long time to answer reception phone from room.  Better coordination with private transfers next time to/from hotel.
Portugal Boutique Hotel,en-us,2022-12-12,2022-12-14,couple,leisure,ca,4,2,2022-12-15 05:20:00,pros: Location comfortable room friendly staff. cons: 
Portugal Boutique Hotel,en-gb,2022-12-12,2022-12-13,couple,leisure,fi,4,1,2022-12-14 14:13:05,"pros: I liked everything in this hotel
Exelent situation nice staff
Good  breakfast. I thank you for good vacance cons: There was nothing to complain"
Portugal Boutique Hotel,en-gb,2025-01-05,2025-01-07,solo_traveller,leisure,au,4,2,2025-01-11 05:18:58,pros: The staff at this hotel are friendly helpful and genuinely thoughtful going above and beyond! The room was pristine large and had very thoughtful details throughout during the stay (including some delicious local treats). Fab breakfast with a great variety of sweet/savoury baked goods eggs hot/cold meats fresh seasonal fruit and natural yoghurt. Location is perfect for a short or long stay. I stayed here upon recommendation from my parents & friends who have stayed here over the years and my stay (altho short due to being delayed arriving) exceeded expectations. This was my first time in Portugal and I am really looking forward to returning! cons: Nothing!
Portugal Boutique Hotel,en-gb,2025-01-04,2025-01-09,couple,leisure,au,4,5,2025-01-10 19:44:30,pros: Location staff and the upgrade was a pleasant surprise cons: Nothing
Portugal Boutique Hotel,en-us,2025-01-02,2025-01-06,couple,leisure,us,4,4,2025-01-08 22:55:38,pros: The location was really good it was near to everything cons: We could feel the vibration of the metro each time it passed and the bathroom can get very cold the floor was freezing
Portugal Boutique Hotel,en-us,2025-01-04,2025-01-07,review_category_group_of_friends,leisure,ca,4,3,2025-01-08 01:00:22,pros: Attention to detail! Staff makes you feel like a guest! cons: 
Portugal Boutique Hotel,en-gb,2025-01-05,2025-01-07,solo_traveller,leisure,us,4,2,2025-01-07 22:05:40,pros: Very friendly staff excellent location comfortable beds and very good breakfast. I will definitely stay here again when I am in Lisbon. cons: Kept knocking on my door with chocolates wine etc. I just came off a 14 hour flight and was not interested in the disruptions.
Portugal Boutique Hotel,en-gb,2025-01-02,2025-01-04,couple,leisure,au,4,2,2025-01-06 14:27:32,pros: Great location amazing staff and service cons: Nothing
Portugal Boutique Hotel,en-gb,2025-01-01,2025-01-04,couple,leisure,mu,4,3,2025-01-05 15:02:42,pros: The hotel is beautiful and well decorated. The location is extremely central and the star are exceptional!!! cons: 
Portugal Boutique Hotel,en-gb,2025-01-01,2025-01-04,couple,leisure,mx,4,3,2025-01-05 03:14:17,pros: Everything. Although the surroundings do not look very safe the location is excellent the hotel is beautiful very clean friendly personnel. cons: I did like everything.
Portugal Boutique Hotel,en-gb,2024-12-31,2025-01-03,review_category_group_of_friends,leisure,sg,4,3,2025-01-03 12:52:24,pros: Well located near major attractions shopping and Metro stations. Yet tucked away from the crowd. The hotel gave us little treats (egg tarts wine welcome drinks petit fours) for the New Year festivities. The room we had was so comfy. cons: Nothing not to like about.
Portugal Boutique Hotel,en-gb,2024-12-22,2024-12-27,family_with_children,leisure,ca,3.20000004768372,5,2025-01-02 17:50:00,pros: The staff are wonderful and go out of their way to make sure guests are happy. My son came down with a stomach virus and hotel staff were so kind and helpful with preparing special food for him finding us a Dr who did housecalls and even scouring pharmacies to find us the medicine the Dr had prescribed. The breakfast was amazing and included smoked salmon and mimosas every day!  Also eggs bread cheese charcuterie fresh fruit/veggiesetc.  Can't understand why anyone would complain about this.  Hotel is central to almost everything and walkable.  Room was decent size and clean. cons: The bathroom had a slight sewage smell even though hotel tried to fix it. This is common in Lisbon especially in older buildings in the Baixa and wouldn't stop me from booking here again.  Hotel is located near the Mouraria neighborhood which can be dodgy at night but again no biggie for me.  I felt the subway but only barely  - didn't prevent me from sleeping like a baby during my stay.  Bring earplugs if you're sensitive to noise.  The amazing staff and comfy beds make up for these small issues
Portugal Boutique Hotel,en-gb,2024-12-29,2025-01-01,couple,leisure,ie,3.59999990463257,3,2025-01-02 14:50:12,pros: Wonderful friendly staff. Super location and beautiful hotel. So helpful for information and guiding you to your tourist destination. cons: No complaints 👌
Portugal Boutique Hotel,en-us,2024-12-27,2024-12-31,couple,leisure,ca,4,4,2025-01-01 22:18:05,pros: Excellent location. Staff went above and beyond. Really great touches throughout our stay. cons: The pillows were not so comfortable but that’s a personal preference.
Portugal Boutique Hotel,en-gb,2024-12-23,2024-12-27,couple,leisure,gb,4,4,2024-12-31 16:31:14,pros: Hotel central location in easy walking distance of many of Lisbon's attractions bus and tram stops and eateries. The staff were absolutely exceptionally courteous and helpful. Amongst the best we've experienced. cons: Maybe the breakfast coffee could have been stronger but we're nit-picking.
